Player ID,Player Name,Format,Mat,Inns,NO,Runs,HS,Ave,Strike_Rate,Catch,Stump,100s,50s,6s,4s,BF,Tournament,Teams
49010,Avishka gunawardene,Tests,6,11,0,181,43,16.45,56.03,2,0,0,0,0,33,323,,
49010,Avishka gunawardene,ODIs,61,61,1,1708,132,28.46,71.49,13,0,1,12,5,210,2389,,
49010,Avishka gunawardene,FC,129,199,11,6680,209,35.53,-,67,0,12,40,-,-,-,,
49010,Avishka gunawardene,List A,184,183,4,5362,132,29.95,-,45,0,6,35,-,-,-,,
49010,Avishka gunawardene,T20s,6,6,1,85,29*,17,110.38,2,0,0,0,2,11,77,,
50856,Piyal wijetunge,Tests,1,2,0,10,10,5,66.66,0,0,0,0,0,2,15,,
50856,Piyal wijetunge,FC,65,69,21,541,52,11.27,-,24,0,0,1,-,-,-,,
50856,Piyal wijetunge,List A,7,2,1,1,1*,1,-,1,0,0,0,0,0,-,,
37737,Brendon mccullum,Tests,101,176,9,6453,302,38.64,64.6,198,11,12,31,107,776,9989,,
37737,Brendon mccullum,ODIs,260,228,28,6083,166,30.41,96.37,262,15,5,32,200,577,6312,,
37737,Brendon mccullum,T20Is,71,70,10,2140,123,35.66,136.21,36,8,2,13,91,199,1571,,
37737,Brendon mccullum,FC,150,261,13,9210,302,37.13,-,308,19,17,46,-,-,-,,
37737,Brendon mccullum,List A,309,271,32,7373,170,30.84,-,305,17,9,37,-,-,-,,
37737,Brendon mccullum,T20s,370,364,33,9922,158*,29.97,136.49,153,14,7,55,485,924,7269,,
37737,Brendon mccullum,,35,34,1,920,72,27.87,136.49,18,0,0,9,38,87,674,Big Bash League,BH
37737,Brendon mccullum,,8,8,0,158,50,19.75,105.33,5,0,0,1,7,13,150,APL,KK
37737,Brendon mccullum,,33,33,6,836,91,30.96,146.4,12,0,0,6,53,64,571,CPL,TKR
37737,Brendon mccullum,,109,109,5,2880,158*,27.69,131.74,37,6,2,13,130,293,2186,IPL,5 teams
37737,Brendon mccullum,,18,17,2,311,44,20.73,114.33,5,0,0,0,15,28,272,PSL,LQ
37737,Brendon mccullum,,12,12,1,281,78,25.54,114.69,4,0,0,2,21,19,245,BPL,RPR
37737,Brendon mccullum,,37,36,4,1010,158*,31.56,165.03,17,0,1,5,52,107,612,Vitality Blast,4 teams
37737,Brendon mccullum,,17,16,2,392,83*,28,126.86,10,0,0,2,17,40,309,Champions League,3 teams
21585,Marcus trescothick,Tests,76,143,10,5825,219,43.79,54.51,95,0,14,29,42,831,10685,,
21585,Marcus trescothick,ODIs,123,122,6,4335,137,37.37,85.21,49,0,12,21,41,528,5087,,
21585,Marcus trescothick,T20Is,3,3,0,166,72,55.33,126.71,2,0,0,2,1,23,131,,
21585,Marcus trescothick,FC,391,675,36,26234,284,41.05,-,560,0,66,127,-,-,-,,
21585,Marcus trescothick,List A,372,357,29,12229,184,37.28,-,149,0,28,63,-,-,-,,
21585,Marcus trescothick,T20s,89,87,5,2363,108*,28.81,150.6,29,0,2,17,80,304,1569,,
21585,Marcus trescothick,,84,82,5,2180,108*,28.31,153.41,25,0,2,15,79,278,1421,Vitality Blast,SOM
21585,Marcus trescothick,,2,2,0,17,14,8.5,100,2,0,0,0,0,3,17,Champions League,SOM
10772,Paul collingwood,Tests,68,115,10,4259,206,40.56,46.44,96,0,10,20,24,470,9170,,
10772,Paul collingwood,ODIs,197,181,37,5092,120*,35.36,76.98,108,0,5,26,74,365,6614,,
10772,Paul collingwood,T20Is,36,33,2,583,79,18.8,127.01,15,0,0,3,24,37,459,,
10772,Paul collingwood,FC,306,527,52,16938,206,35.65,-,352,0,35,85,-,-,-,,
10772,Paul collingwood,List A,428,401,73,11240,132,34.26,-,207,0,10,65,-,-,-,,
10772,Paul collingwood,T20s,148,131,16,2478,108*,21.54,121.47,49,0,1,9,86,167,2040,,
10772,Paul collingwood,,77,67,10,1297,108*,22.75,118.23,27,0,1,3,36,95,1097,Vitality Blast,DURH
10772,Paul collingwood,,1,1,0,38,38,38,140.74,0,0,0,0,0,5,27,Champions League,PS
10772,Paul collingwood,,9,7,0,113,32,16.14,122.82,0,0,0,0,2,10,92,Big Bash League,PS
10772,Paul collingwood,,8,7,2,203,75*,40.6,130.12,4,0,0,3,13,9,156,IPL,DC
38141,Jeetan patel,Tests,24,38,8,381,47,12.7,51.62,13,0,0,0,3,44,738,,
38141,Jeetan patel,ODIs,43,15,8,95,34,13.57,58.64,13,0,0,0,2,5,162,,
38141,Jeetan patel,T20Is,11,4,1,9,5,3,64.28,4,0,0,0,0,1,14,,
38141,Jeetan patel,FC,293,392,79,6695,120,21.38,-,156,0,3,28,-,-,-,,
38141,Jeetan patel,List A,231,121,37,836,50,9.95,-,96,0,0,1,-,-,-,,
38141,Jeetan patel,T20s,241,98,31,439,34*,6.55,123.31,83,0,0,0,19,26,356,,
38141,Jeetan patel,,139,51,19,219,23*,6.84,117.11,47,0,0,0,10,9,187,Vitality Blast,WARKS
12856,Andrew flintoff,Tests,79,130,9,3845,167,31.77,62.04,52,0,5,26,82,513,6197,,
12856,Andrew flintoff,ODIs,141,122,16,3394,123,32.01,88.82,47,0,3,18,93,308,3821,,
12856,Andrew flintoff,T20Is,7,7,1,76,31,12.66,126.66,5,0,0,0,2,7,60,,
12856,Andrew flintoff,FC,183,290,23,9027,167,33.8,-,185,0,15,53,-,-,-,,
12856,Andrew flintoff,List A,282,251,28,6641,143,29.78,-,106,0,6,34,-,-,-,,
12856,Andrew flintoff,T20s,39,36,6,683,93,22.76,142.88,19,0,0,3,31,63,478,,
12856,Andrew flintoff,,7,7,2,74,46,14.8,123.33,3,0,0,0,2,6,60,Big Bash League,BH
12856,Andrew flintoff,,19,16,1,436,93,29.06,167.04,7,0,0,3,23,44,261,Vitality Blast,LANCS
12856,Andrew flintoff,,3,3,1,62,24,31,116.98,4,0,0,0,2,5,53,IPL,CSK
15881,Neil killeen,FC,102,145,31,1302,48,11.42,-,26,0,0,0,-,-,-,,
15881,Neil killeen,List A,226,120,46,700,32,9.45,-,39,0,0,0,-,-,-,,
15881,Neil killeen,T20s,45,17,12,88,17*,17.6,96.7,9,0,0,0,1,5,91,,
15881,Neil killeen,,45,17,12,88,17*,17.6,96.7,9,0,0,0,1,5,91,Vitality Blast,DURH
