Player ID,Player Name,Format,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w,Tournament,Teams
26817,Abbas ali baig,Tests,10,2,18,15,0,-,-,-,5.00,-,0,0,0,,
26817,Abbas ali baig,FC,235,-,660,432,9,2/26,-,48.00,3.92,73.3,-,0,0,,
35933,Ajit wadekar,Tests,37,7,61,55,0,-,-,-,5.40,-,0,0,0,,
35933,Ajit wadekar,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-,,
35933,Ajit wadekar,FC,237,-,1622,908,21,2/0,-,43.23,3.35,77.2,-,0,0,,
35933,Ajit wadekar,List A,5,-,0,0,0,-,-,-,-,-,0,0,0,,
31067,Amol muzumdar,FC,171,-,414,216,6,1/1,-,36.00,3.13,69.0,-,0,0,,
31067,Amol muzumdar,List A,113,-,96,91,2,1/11,1/11,45.50,5.68,48.0,0,0,0,,
31067,Amol muzumdar,T20s,14,-,-,-,-,-,-,-,-,-,-,-,-,,
6553,Andrew mcdonald,Tests,4,7,732,300,9,3/25,3/72,33.33,2.45,81.3,0,0,0,,
6553,Andrew mcdonald,FC,95,-,12632,5776,201,6/34,-,28.73,2.74,62.8,8,5,0,,
6553,Andrew mcdonald,List A,100,-,3707,3147,79,5/38,5/38,39.83,5.09,46.9,1,1,0,,
6553,Andrew mcdonald,T20s,93,84,1470,1887,82,5/13,5/13,23.01,7.70,17.9,1,1,0,,
6553,Andrew mcdonald,,13,10,90,147,5,3/20,3/20,29.40,9.80,18.0,0,0,0,Big Bash League,2 teams
6553,Andrew mcdonald,,11,10,186,261,11,2/25,2/25,23.72,8.41,16.9,0,0,0,IPL,2 teams
6553,Andrew mcdonald,,13,13,264,287,14,4/21,4/21,20.50,6.52,18.8,1,0,0,Champions League,3 teams
6553,Andrew mcdonald,,21,20,382,504,21,5/13,5/13,24.00,7.91,18.1,0,1,0,Vitality Blast,LEICS
30176,Anil kumble,Tests,132,236,40850,18355,619,10/74,14/149,29.65,2.69,65.9,31,35,8,,
30176,Anil kumble,ODIs,271,265,14496,10412,337,6/12,6/12,30.89,4.30,43.0,8,2,0,,
30176,Anil kumble,FC,244,-,66931,29347,1136,10/74,-,25.83,2.63,58.9,-,72,19,,
30176,Anil kumble,List A,380,-,20247,14178,514,6/12,6/12,27.58,4.20,39.3,14,3,0,,
30176,Anil kumble,T20s,54,54,1245,1389,57,5/5,5/5,24.36,6.69,21.8,2,1,0,,
30176,Anil kumble,,9,9,209,245,8,3/20,3/20,30.62,7.03,26.1,0,0,0,Champions League,RCB
30176,Anil kumble,,42,42,965,1058,45,5/5,5/5,23.51,6.57,21.4,2,1,0,IPL,RCB
30176,Anil kumble,,2,2,47,46,4,2/20,2/20,11.50,5.87,11.7,0,0,0,Vitality Blast,SUR
53915,Anju jain,WTests,8,-,-,-,-,-,-,-,-,-,-,-,-,,
53915,Anju jain,WODIs,65,-,-,-,-,-,-,-,-,-,-,-,-,,
7619,Bob simpson,Tests,62,84,6881,3001,71,5/57,8/97,42.26,2.61,96.9,3,2,0,,
7619,Bob simpson,ODIs,2,2,102,95,2,2/30,2/30,47.50,5.58,51.0,0,0,0,,
7619,Bob simpson,FC,257,-,27998,13288,349,5/33,-,38.07,2.84,80.2,-,6,0,,
7619,Bob simpson,List A,5,-,166,134,4,2/30,2/30,33.50,4.84,41.5,0,0,0,,
26962,Chandu borde,Tests,55,54,5695,2417,52,5/88,6/132,46.48,2.54,109.5,2,1,0,,
26962,Chandu borde,FC,251,-,20304,9044,331,8/52,-,27.32,2.67,61.3,-,14,3,,
6285,Darren lehmann,Tests,27,25,974,412,15,3/42,6/92,27.46,2.53,64.9,0,0,0,,
6285,Darren lehmann,ODIs,117,62,1793,1445,52,4/7,4/7,27.78,4.83,34.4,1,0,0,,
6285,Darren lehmann,FC,284,-,9458,4540,130,4/35,-,34.92,2.88,72.7,-,0,0,,
6285,Darren lehmann,List A,367,-,6371,4767,172,4/7,4/7,27.71,4.48,37.0,2,0,0,,
6285,Darren lehmann,T20s,17,13,228,256,11,3/19,3/19,23.27,6.73,20.7,0,0,0,,
6285,Darren lehmann,,2,-,-,-,-,-,-,-,-,-,-,-,-,IPL,RR
6285,Darren lehmann,,9,8,162,180,8,3/19,3/19,22.50,6.66,20.2,0,0,0,Vitality Blast,YORKS
55424,Duncan fletcher,ODIs,6,6,301,221,7,4/42,4/42,31.57,4.40,43.0,1,0,0,,
55424,Duncan fletcher,FC,111,-,12352,6027,215,6/31,-,28.03,2.92,57.4,-,5,1,,
55424,Duncan fletcher,List A,53,-,2422,1652,70,4/41,4/41,23.60,4.09,34.6,3,0,0,,
45813,Gary kirsten,Tests,101,15,349,142,2,1/0,1/0,71.00,2.44,174.5,0,0,0,,
45813,Gary kirsten,ODIs,185,3,30,23,0,-,-,-,4.60,-,0,0,0,,
45813,Gary kirsten,FC,221,-,1727,836,20,6/68,-,41.80,2.90,86.3,-,1,0,,
45813,Gary kirsten,List A,294,-,138,112,3,1/25,1/25,37.33,4.86,46.0,0,0,0,,
28763,Gautam gambhir,Tests,58,1,12,4,0,-,-,-,2.00,-,0,0,0,,
28763,Gautam gambhir,ODIs,147,1,6,13,0,-,-,-,13.00,-,0,0,0,,
28763,Gautam gambhir,T20Is,37,-,-,-,-,-,-,-,-,-,-,-,-,,
28763,Gautam gambhir,FC,198,-,397,281,7,3/12,-,40.14,4.24,56.7,-,0,0,,
28763,Gautam gambhir,List A,299,-,37,36,1,1/7,1/7,36.00,5.83,37.0,0,0,0,,
28763,Gautam gambhir,T20s,251,-,-,-,-,-,-,-,-,-,-,-,-,,
28763,Gautam gambhir,,154,-,-,-,-,-,-,-,-,-,-,-,-,IPL,2 teams
28763,Gautam gambhir,,18,-,-,-,-,-,-,-,-,-,-,-,-,Champions League,2 teams
6499,Geoff marsh,Tests,50,-,-,-,-,-,-,-,-,-,-,-,-,,
6499,Geoff marsh,ODIs,117,1,6,4,0,-,-,-,4.00,-,0,0,0,,
6499,Geoff marsh,FC,184,-,30,9,1,1/1,-,9.00,1.80,30.0,-,0,0,,
6499,Geoff marsh,List A,169,-,6,4,0,-,-,-,4.00,-,0,0,0,,
4558,Greg chappell,Tests,87,88,5327,1913,47,5/61,5/61,40.70,2.15,113.3,0,1,0,,
4558,Greg chappell,ODIs,74,67,3108,2097,72,5/15,5/15,29.12,4.04,43.1,0,2,0,,
4558,Greg chappell,FC,321,-,20926,8717,291,7/40,-,29.95,2.49,71.9,-,5,0,,
4558,Greg chappell,List A,130,-,5261,3372,130,5/15,5/15,25.93,3.84,40.4,1,2,0,,
4233,John buchanan,FC,7,,32,15,0,-,-,-,3.75,-,0,0,0,,
4233,John buchanan,List A,1,,12,11,0,-,-,-,5.50,-,0,0,0,,
23227,John wright,FC,1,,12,16,0,-,-,-,8.00,-,0,0,0,,
6256,Justin langer,Tests,105,1,6,3,0,-,-,-,3.00,-,0,0,0,,
6256,Justin langer,ODIs,8,-,-,-,-,-,-,-,-,-,-,-,-,,
6256,Justin langer,FC,360,-,386,210,5,2/17,-,42.00,3.26,77.2,-,0,0,,
6256,Justin langer,List A,239,-,193,215,7,3/51,3/51,30.71,6.68,27.5,0,0,0,,
